Rank,Title,Type,IMDb Rating,Release Years,Blurb,Thumbnail URL,IMDb URL,IMDb Title ID
1,House of the Dragon,TV Series,8.3,2022–,"An internal succession war within House Targaryen at the height of its power, 172 years before the birth of Daenerys Targaryen.","https://m.media-amazon.com/images/M/MV5BZGM4MTczODQtNGIxOC00Y2U2LTk1YmItNzA2N2VhYmE0Y2YwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt11198330/,tt11198330
2,The Hawk,TV Series,6.3,2026–,"Follows Lonnie Hawkins, 2004's top golfer, as he struggles to recapture his magic late in his career, refusing to believe he's anything other than one stroke away from golf's greatest comeback.","https://m.media-amazon.com/images/M/MV5BNjA5MDAyYjgtMmQ2ZS00YzRmLWE1ODUtNTg3M2VkZGMxZjEwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt27550719/,tt27550719
3,Little House on the Prairie,TV Series,7.3,2026–,The Ingalls family lives and works on a farm in Midwestern America during the late 19th century.,"https://m.media-amazon.com/images/M/MV5BODQyNzI4Y2EtODE4ZC00MjFjLTg1ZjMtYzJkNDYwZjUxZjQ1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt2431250/,tt2431250
4,Ride or Die,TV Mini Series,7.7,2026–,"Debbie discovers that her friend of 20 years, Judith, is secretly an assassin. After a hit goes wrong, they go on the run while being targeted by a mysterious enemy, forcing them to confront the secrets between them.","https://m.media-amazon.com/images/M/MV5BMGUxMjFkMDEtNGJkZC00MTUwLWFiZjUtYWZhZWYxNzE1ZDEwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt30494226/,tt30494226
5,I Will Find You,TV Mini Series,7.1,2026,"A father imprisoned for his son's murder receives evidence suggesting his child may be alive, compelling him to escape and uncover the truth.","https://m.media-amazon.com/images/M/MV5BYWFkOGU5ZTYtZTlhMi00NThiLWI3ZDEtMGQ2Y2UzNjlkZTUxXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt34771210/,tt34771210
6,Lucky,TV Series,6.5,2026–,"A reformed criminal is forced to confront her past and return to illicit activities for one final job, hoping to secure her freedom and leave her former life behind for good.","https://m.media-amazon.com/images/M/MV5BOGQ0MjkwOTUtMGMyYS00NzFhLTgxMjktNTAwOGViNWM2MWE1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt34866681/,tt34866681
7,Silo,TV Series,8.1,2023–,Men and women live in a giant silo underground with several regulations which they believe are in place to protect them from the toxic and ruined world on the surface.,"https://m.media-amazon.com/images/M/MV5BN2E5ODJmOTUtYTk0NS00NmFiLTk0MTgtZDRlNzE1YmExMjk4XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt14688458/,tt14688458
8,The Five-Star Weekend,TV Series,7.2,2026–,"A beloved food influencer grappling with loss hosts four friends from different chapters of her life for a weekend on Nantucket, where hidden truths emerge and relationships evolve amid coastal luxury.","https://m.media-amazon.com/images/M/MV5BZDQ1OTIwNTAtYTc0NS00NjRlLThjNTktZmFhYzU1ZTJjMTJjXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt35587659/,tt35587659
9,Widow's Bay,TV Series,8.2,2026–,A skeptical mayor leads the superstitious residents of a cursed New England island.,"https://m.media-amazon.com/images/M/MV5BZDBiMWZlMDQtNzkzMi00YzQzLTkwNTUtNzYwOGY3YmUxNDJjXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",https://www.imdb.com/title/tt33332385/,tt33332385
10,Game of Thrones,TV Series,9.2,2011–2019,"Noble families vie for control of Westeros and its Iron Throne, while an ancient threat beyond the Wall begins to stir.","https://m.media-amazon.com/images/M/MV5BNGYxOGJkMjItZjVkZC00OGEzLWExNjktOTZmNGZhZmRlMTk2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0944947/,tt0944947
11,Cape Fear,TV Series,6.8,2026–,"A happily married couple faces a growing threat when a notorious killer from their past, Max Cady, is released from prison and seeks revenge.","https://m.media-amazon.com/images/M/MV5BYmZkOTkxNjAtZDY2MS00NTM3LTgwYWItMmNhMzFjMTBlOGI5XkEyXkFqcGc@._V1_QL75_UX90_CR0,13,90,133_.jpg",https://www.imdb.com/title/tt34675596/,tt34675596
12,Dutton Ranch,TV Series,8.3,2026–,"Beth Dutton and Rip Wheeler fight to survive on their cherished 7,000-acre ranch amid tough times and stiff competition, while ensuring young Carter becomes the man he's supposed to be.","https://m.media-amazon.com/images/M/MV5BMzk0YTExY2EtYzI1NS00M2ZlLWFjOGUtMTQyMDY1MmE2ZGViXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt34991493/,tt34991493
13,The Bear,TV Series,8.5,2022–2026,A young chef from the fine dining world returns to Chicago to run his family's sandwich shop.,"https://m.media-amazon.com/images/M/MV5BMjk2NWI5OTctODcwYy00NGRmLWFmN2YtOTZiNzFiYjVlODBkXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt14452776/,tt14452776
14,Agent Kim Reactivated,TV Series,7.8,2026,"Manager Kim was an ordinary head of a household with a daughter and lived as a small citizen. In order to find his daughter, who is his everything, he reveals a secret that should never be revealed to the world.","https://m.media-amazon.com/images/M/MV5BYmNjNTMyMWQtYmViNi00YWYxLWEzZTctNDQ2MTdhNzU2OTVlXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",https://www.imdb.com/title/tt42127457/,tt42127457
15,Off Campus,TV Series,7.9,2026–,"A college-set romantic drama chronicling the unexpected love story between a music student and the university's star hockey player, exploring themes of love and the complexities of adulthood through deep friendships and enduring bonds.","https://m.media-amazon.com/images/M/MV5BMDA0NzAzNDktYjBiOS00ZjFjLThhZTYtNzlkMDMzOTgxZTk5XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt33546863/,tt33546863
16,Rick and Morty,TV Series,9,2013–,The fractured domestic lives of a nihilistic mad scientist and his anxious grandson are further complicated by their inter-dimensional misadventures.,"https://m.media-amazon.com/images/M/MV5BZGQyZjk2MzMtMTcyNC00NGU3LTlmNjItNDExMWM4ZDFhYmQ2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt2861424/,tt2861424
17,The Odyssey,TV Mini Series,7.1,1997,Follows Odysseus on his wanderings back to Ithaca following the Trojan War.,"https://m.media-amazon.com/images/M/MV5BN2M2MTkwNTEtZTU1Mi00YmVmLTg4YjgtOTM5MTk4Y2Q5OTgwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0118414/,tt0118414
18,From,TV Series,7.8,2022–,A town with a hidden secret experiences strange occurrences that intensify at night. Mysterious forces disrupt everyday routines as residents try to preserve stability and community while attempting to comprehend their surroundings.,"https://m.media-amazon.com/images/M/MV5BNDAwNDljNWEtNWE1Zi00YjFlLWEzM2UtY2E3ZTM1MTcxMTcyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt9813792/,tt9813792
19,The Mentalist,TV Series,8.2,2008–2015,"Famous ""psychic"", Patrick Jane, outs himself as a fake, and using his heightened observational skills and impeccable knowledge of the human psyche, he works with the police so he can find ""Red John"", the madman who killed his family.","https://m.media-amazon.com/images/M/MV5BMTQ5OTgzOTczM15BMl5BanBnXkFtZTcwMDM2OTY4MQ@@._V1_QL75_UY133_CR5,0,90,133_.jpg",https://www.imdb.com/title/tt1196946/,tt1196946
20,The East Palace,TV Series,7.6,2026,"A king tasks a ghost-slayer and a woman cursed to hear ghosts with uncovering a sinister presence plaguing the crown prince's palace, leading them into a dark realm.","https://m.media-amazon.com/images/M/MV5BNjQ4ODU2YTctYjlhZi00ZGRmLTg4N2QtYWExNjY1NmY5MzZiXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt35051401/,tt35051401
21,Avatar: The Last Airbender,TV Series,7.1,2024–,"A young boy known as the Avatar must master the four elemental powers to save the world, and fight against an enemy bent on stopping him.","https://m.media-amazon.com/images/M/MV5BY2Y5OTM0MDAtOWZkNS00MWIyLWIxMzItYzY3ODljMTY3ODNlXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",https://www.imdb.com/title/tt9018736/,tt9018736
22,Breaking Bad,TV Series,9.5,2008–2013,A chemistry teacher diagnosed with inoperable lung cancer turns to manufacturing and selling methamphetamine with a former student to secure his family's future.,"https://m.media-amazon.com/images/M/MV5BOWE4NTc3YmYtNmU2Mi00ZjhkLWE1MTItZmM1M2U1ODU3YjFlXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt0903747/,tt0903747
23,Elle,TV Series,6.9,2026–,"Follows Elle Woods' journey through high school, exploring the formative experiences that mold her into the iconic, confident ""Legally Blonde"" character.","https://m.media-amazon.com/images/M/MV5BMzhkNDM5MTctZmUzMC00M2I0LTliZDAtMzQzMzFhYWMyODcwXkEyXkFqcGc@._V1_QL75_UX90_CR0,13,90,133_.jpg",https://www.imdb.com/title/tt32020831/,tt32020831
24,The Westies,TV Series,7,2026–,"In 1980s Hell's Kitchen, the Westies crime gang eyes profits from the Javitz Center construction. Though vastly outnumbered by Italian mafia, their brutality earns them a share. Generational tensions rise as FBI probes deepen.","https://m.media-amazon.com/images/M/MV5BM2FhMGFlOTktZDVkNi00ZTIxLTkzZDctYzM0YTNlOTAyYjJjXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt31849235/,tt31849235
25,Ted Lasso,TV Series,8.7,2020–,"American college football coach Ted Lasso is hired to manage AFC Richmond, a struggling English soccer club, and must win over skeptical players, staff, and fans.","https://m.media-amazon.com/images/M/MV5BZmI3YWVhM2UtNDZjMC00YTIzLWI2NGUtZWIxODZkZjVmYTg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt10986410/,tt10986410
26,The Pitt,TV Series,8.9,2025–,"The daily lives of healthcare professionals in a Pittsburgh hospital as they juggle personal crises, workplace politics, and the emotional toll of treating critically ill patients, revealing the resilience required in their noble calling.","https://m.media-amazon.com/images/M/MV5BMThjMjYxM2YtM2IzZC00NDdmLThiNDYtNzEyNzA0YTRmYTk3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt31938062/,tt31938062
27,Maximum Pleasure Guaranteed,TV Series,7.4,2026–,"A divorced mom gets caught up in a perilous web of blackmail, murder, and youth soccer.","https://m.media-amazon.com/images/M/MV5BZDA5NjZkM2MtYTFlMC00MGRhLWIwMGMtNTgyYzllYzUyNDY1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt35946742/,tt35946742
28,The Rookie,TV Series,8,2018–,"Starting over isn't easy, especially for John Nolan who, after a life-altering incident, is pursuing his dream of joining the LAPD. As their oldest rookie, he's met with skepticism from those who see him as just a walking midlife crisis.","https://m.media-amazon.com/images/M/MV5BMzc2MDdkZDUtZjZlYy00MGMyLWJkNzUtMTMxY2FkZjZjYmEyXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",https://www.imdb.com/title/tt7587890/,tt7587890
29,"Life, Larry and the Pursuit of Unhappiness: an Almost History of America",TV Series,6.5,2026–,"Comedy sketches exploring various historical moments, with four different sketches per episode.","https://m.media-amazon.com/images/M/MV5BMDY3NzE5MzItODEyMi00YjE4LWJiZGYtN2QxNWRjZDAwY2ZmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt37543147/,tt37543147
30,Heroes,TV Series,7.5,2006–2010,Ordinary people discover that they possess extraordinary powers.,"https://m.media-amazon.com/images/M/MV5BMjI3ODU0OTQ1MV5BMl5BanBnXkFtZTgwNzI0MTQ2MzE@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0813715/,tt0813715
31,Criminal Minds,TV Series,8.1,2005–,"The FBI's Behavioral Analysis Unit in Quantico helps police solve violent serial crimes using profiling. Team members analyze evidence and psychology to catch unknown subjects, but their demanding work affects personal lives.","https://m.media-amazon.com/images/M/MV5BZmEyNTAyZDEtMTlhNS00ZTJjLWI1OWEtNWMzNzFhMWNjMDY2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0452046/,tt0452046
32,The Boys,TV Series,8.5,2019–2026,A group of vigilantes set out to take down corrupt superheroes who abuse their superpowers.,"https://m.media-amazon.com/images/M/MV5BNGE4YTljMTctZWYxZi00NDA2LTk4OTItYmEyN2IxOGI3MzY2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt1190634/,tt1190634
33,Ann Droid,TV Series,7.6,2026–,"Ann, an advanced AI, grapples with human emotions while discovering dark secrets within the corporation that created her.","https://m.media-amazon.com/images/M/MV5BMDA4ZTcwY2ItMTViZi00YzkwLTgzZWUtM2YxMThlYjk4YmVlXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt37788031/,tt37788031
