Rank,Title,Type,IMDb Rating,Release Years,Blurb,Thumbnail URL,IMDb URL,IMDb Title ID
69,The Great Dictator,Movie,8.4,1940,Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.,"https://m.media-amazon.com/images/M/MV5BMjc4ZjEwNDUtMjlmZS00NzQ4LTg2N2MtMGI3ZjMyMmM3ZDM2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0032553/,tt0032553
70,Inglourious Basterds,Movie,8.4,2009,"In Nazi-occupied France during World War II, a plan to assassinate Nazi leaders by a group of Jewish U.S. soldiers coincides with a theatre owner's vengeful plans for the same.","https://m.media-amazon.com/images/M/MV5BODZhMWJlNjYtNDExNC00MTIzLTllM2ItOGQ2NGVjNDQ3MzkzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0361748/,tt0361748
71,Aliens,Movie,8.4,1986,"Decades after surviving the Nostromo incident, Ellen Ripley is sent out to re-establish contact with a terraforming colony but finds herself battling the Alien Queen and her offspring.","https://m.media-amazon.com/images/M/MV5BZjIyNGJhYzYtN2I1My00OTVhLWEyMzItZTVjNDMzOTVkYWViXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0090605/,tt0090605
72,12th Fail,Movie,8.7,2023,The real-life story of IPS Officer Manoj Kumar Sharma and IRS Officer Shraddha Joshi.,"https://m.media-amazon.com/images/M/MV5BNTE3OTIxZDYtNjA0NC00N2YxLTg1NGQtOTYxNmZkMDkwOWNjXkEyXkFqcGc@._V1_QL75_UY133_CR6,0,90,133_.jpg",https://www.imdb.com/title/tt23849204/,tt23849204
73,High and Low,Movie,8.4,1963,An executive of a Yokohama shoe company becomes a victim of extortion when his chauffeur's son is kidnapped by mistake and held for ransom.,"https://m.media-amazon.com/images/M/MV5BOTFmOTNjYjUtMDA2MC00ZTJiLThiYzktNDdjNzQwMjNkN2NmXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",https://www.imdb.com/title/tt0057565/,tt0057565
74,Avengers: Endgame,Movie,8.4,2019,"After the devastating events of Avengers: Infinity War (2018), the universe is in ruins. With the help of remaining allies, the Avengers assemble once more in order to reverse Thanos' actions and restore balance to the universe.","https://m.media-amazon.com/images/M/MV5BMTc5MDE2ODcwNV5BMl5BanBnXkFtZTgwMzI2NzQ2NzM@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt4154796/,tt4154796
75,Good Will Hunting,Movie,8.4,1997,"A therapist counsels Will Hunting, a janitor with a genius IQ.","https://m.media-amazon.com/images/M/MV5BNDdjZGQ5YzEtNTc2My00Mjc0LWFlMTctYzkwMzZlNzdiZWYzXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",https://www.imdb.com/title/tt0119217/,tt0119217
76,Coco,Movie,8.4,2017,"Aspiring musician Miguel, confronted with his family's ancestral ban on music, enters the Land of the Dead to find his great-great-grandfather, a legendary singer.","https://m.media-amazon.com/images/M/MV5BMDIyM2E2NTAtMzlhNy00ZGUxLWI1NjgtZDY5MzhiMDc5NGU3XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",https://www.imdb.com/title/tt2380307/,tt2380307
77,The Dark Knight Rises,Movie,8.4,2012,"Bane, an imposing terrorist, attacks Gotham City and disrupts its eight-year-long period of peace. This forces Bruce Wayne to come out of hiding and don the cape and cowl of Batman again.","https://m.media-amazon.com/images/M/MV5BMTk4ODQzNDY3Ml5BMl5BanBnXkFtZTcwODA0NTM4Nw@@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt1345836/,tt1345836
78,Toy Story,Movie,8.3,1995,"A cowboy doll is profoundly jealous when a new spaceman action figure supplants him as the top toy in a boy's bedroom. When circumstances separate them from their owner, the duo have to put aside their differences to return to him.","https://m.media-amazon.com/images/M/MV5BZTA3OWVjOWItNjE1NS00NzZiLWE1MjgtZDZhMWI1ZTlkNzYwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0114709/,tt0114709
79,Amadeus,Movie,8.4,1984,"In 18th-century Vienna, court composer Antonio Salieri becomes awed and consumed by envy when the gifted, irreverent Wolfgang Amadeus Mozart bursts onto the imperial music scene.","https://m.media-amazon.com/images/M/MV5BMzc2MjM0NTMtOGY4NC00NzY1LWE2ODUtZjMzY2RhNGNkZDAyXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg",https://www.imdb.com/title/tt0086879/,tt0086879
80,Your Name.,Movie,8.4,2016,"Two teenagers, a city boy in Tokyo and a girl in rural Japan, mysteriously begin swapping bodies, forging a connection that sends them searching for one another.","https://m.media-amazon.com/images/M/MV5BMjI1ODZkYTgtYTY3Yy00ZTJkLWFkOTgtZDUyYWM4MzQwNjk0XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt5311514/,tt5311514
81,Das Boot,Movie,8.3,1981,"During World War II, a German U-boat crew embarks on a perilous Atlantic patrol, confronting enemy attacks, isolation, and the crushing strain of life underwater.","https://m.media-amazon.com/images/M/MV5BNGU0MWZlMTUtM2Y3Ny00NGNmLWE5NmEtN2YxOWQzMGM3ZWYzXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",https://www.imdb.com/title/tt0082096/,tt0082096
82,Braveheart,Movie,8.3,1995,Scottish warrior William Wallace leads his countrymen in a rebellion to free his homeland from the tyranny of King Edward I of England.,"https://m.media-amazon.com/images/M/MV5BNGMxZDBhNGQtYTZlNi00N2UzLWI4NDEtNmUzNWM2NTdmZDA0XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0112573/,tt0112573
83,Princess Mononoke,Movie,8.3,1997,"After a deadly curse forces him from home, young warrior Ashitaka journeys west and is drawn into a conflict between ancient forest spirits, an iron town, and a wolf-raised girl.","https://m.media-amazon.com/images/M/MV5BZTcyN2Y0MDYtMGI1NC00MWQ1LWFhZGMtN2U4NTcxZGYyNjljXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0119698/,tt0119698
84,Oldboy,Movie,8.3,2003,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must track down his captor in five days.","https://m.media-amazon.com/images/M/MV5BMTAwNzNjYWItZmI0Ni00ZTcyLWIwNWMtZjlmNGMxZTEyYTJmXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0364569/,tt0364569
85,3 Idiots,Movie,8.4,2009,"Two friends search for a brilliant, free-spirited classmate whose unconventional approach to engineering school changed their lives and challenged a rigid education system.","https://m.media-amazon.com/images/M/MV5BNzc4ZWQ3NmYtODE0Ny00YTQ4LTlkZWItNTBkMGQ0MmUwMmJlXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt1187043/,tt1187043
86,Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb,Movie,8.3,1964,"When a rogue U.S. general orders an unauthorized nuclear attack on the Soviet Union, leaders in the War Room race to prevent global catastrophe.","https://m.media-amazon.com/images/M/MV5BMjFjYzBlOTktMTI2OS00ZWVhLTgxMDUtNzAwODY2NmI3YTAzXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg",https://www.imdb.com/title/tt0057012/,tt0057012
87,American Beauty,Movie,8.3,1999,A sexually frustrated suburban father has a mid-life crisis after becoming infatuated with his daughter's best friend.,"https://m.media-amazon.com/images/M/MV5BMDI1MDE0OTMtMmI2MS00Yjc2LTg2MTItMWExYTg5NzA1OGUzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0169547/,tt0169547
88,Capernaum,Movie,8.4,2018,"While serving a five-year sentence for a violent crime, a 12-year-old boy sues his parents for neglect.","https://m.media-amazon.com/images/M/MV5BYzEyMzQ1OTktZTljZi00OWQzLWE2ZmUtZjQyNzBjYjE1NTc0XkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt8267604/,tt8267604
89,Singin' in the Rain,Movie,8.3,1952,"When Hollywood's silent era gives way to talkies, a dashing screen idol and a gifted newcomer navigate romance, rivalry, and the comic chaos of reinventing the movies.","https://m.media-amazon.com/images/M/MV5BMGQzZDFjZWUtZDU4ZS00ZjM3LTgyYmItYjA3YmIwYzRkZWY3XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt0045152/,tt0045152
90,Once Upon a Time in America,Movie,8.3,1984,"A former New York gangster returns after decades in exile, confronting the friendships, dreams, and regrets that shaped his rise from street kid to Prohibition-era mobster.","https://m.media-amazon.com/images/M/MV5BMDQ0ZTg2OGUtZjMyOC00M2M5LThkMmItZmM2MmUzMmIxMWJhXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0087843/,tt0087843
91,Joker,Movie,8.3,2019,"Arthur Fleck, a party clown and a failed stand-up comedian, leads an impoverished life with his ailing mother. However, when society shuns him and brands him as a freak, he decides to embrace the life of chaos in Gotham City.","https://m.media-amazon.com/images/M/MV5BNzY3OWQ5NDktNWQ2OC00ZjdlLThkMmItMDhhNDk3NTFiZGU4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt7286456/,tt7286456
92,Toy Story 3,Movie,8.3,2010,"As Andy prepares to leave for college, Woody, Buzz and the gang face an uncertain future when a mix-up sends them to a daycare center full of new toys.","https://m.media-amazon.com/images/M/MV5BMTgxOTY4Mjc0MF5BMl5BanBnXkFtZTcwNTA4MDQyMw@@._V1_QL75_UY133_CR2,0,90,133_.jpg",https://www.imdb.com/title/tt0435761/,tt0435761
93,Star Wars: Episode VI - Return of the Jedi,Movie,8.3,1983,"After rescuing Han Solo from Jabba the Hutt, the Rebel Alliance attempts to destroy the second Death Star while Luke struggles to help Darth Vader back from the dark side.","https://m.media-amazon.com/images/M/MV5BNWEwOTI0MmUtMGNmNy00ODViLTlkZDQtZTg1YmQ3MDgyNTUzXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg",https://www.imdb.com/title/tt0086190/,tt0086190
94,Come and See,Movie,8.3,1985,"After finding a rifle, a Belarusian teenager joins Soviet partisans in World War II and is swept into the harrowing realities of Nazi occupation.","https://m.media-amazon.com/images/M/MV5BNDlkZmVkZDAtZGFmMS00OWIzLWJkY2YtNWE5NjNhNjhiZGE3XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",https://www.imdb.com/title/tt0091251/,tt0091251
95,Requiem for a Dream,Movie,8.3,2000,"Four Coney Island dreamers chase love, fame, and escape, but addiction and obsession begin to distort their hopes for a better life.","https://m.media-amazon.com/images/M/MV5BN2ZlMjIzZjctYzA2My00ZWYyLWI4ZjctMGI2NWYyNzFiZjAwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0180093/,tt0180093
96,Ikiru,Movie,8.3,1952,"An aging Tokyo bureaucrat, shaken by a grave diagnosis, breaks from his hollow routine and searches for meaning, connection, and one worthwhile act.","https://m.media-amazon.com/images/M/MV5BMmZiNzExNmUtODU5YS00MDE1LWI0YTItMzVmNjM1ZTQ5NGVhXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0044741/,tt0044741
97,The Hunt,Movie,8.3,2012,"A teacher lives a lonely life, all the while struggling over his son's custody. His life slowly gets better as he finds love and receives good news from his son, but his new luck is about to be brutally shattered by an innocent little lie.","https://m.media-amazon.com/images/M/MV5BMTg2NDg3ODg4NF5BMl5BanBnXkFtZTcwNzk3NTc3Nw@@._V1_QL75_UY133_CR2,0,90,133_.jpg",https://www.imdb.com/title/tt2106476/,tt2106476
98,Incendies,Movie,8.3,2010,Twins journey to the Middle East to discover their family history and fulfill their mother's last wishes.,"https://m.media-amazon.com/images/M/MV5BYWFmMjdmNjctNzhhOC00ZmMzLTkwOGItMmVmZDU4MjE2MTYwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt1255953/,tt1255953
99,Eternal Sunshine of the Spotless Mind,Movie,8.3,2004,"When their relationship turns sour, a couple undergoes a medical procedure to have each other erased from their memories forever.","https://m.media-amazon.com/images/M/MV5BMTY4NzcwODg3Nl5BMl5BanBnXkFtZTcwNTEwOTMyMw@@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0338013/,tt0338013
100,The Apartment,Movie,8.3,1960,"A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but office politics and his own romantic hopes complicate matters.","https://m.media-amazon.com/images/M/MV5BNDdhMzVhOWQtNDU2Mi00ZmZmLWJiZDMtY2QxMjhjY2Y1ZTI5XkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg",https://www.imdb.com/title/tt0053604/,tt0053604
101,Lawrence of Arabia,Movie,8.3,1962,"The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks.","https://m.media-amazon.com/images/M/MV5BYjY0YTQ1OTAtYjEyNy00NTQ4LThlMTQtM2QwYTVhYWFhNjU5XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt0056172/,tt0056172
102,Heat,Movie,8.3,1995,A group of high-end professional thieves start to feel the heat from the LAPD when they unknowingly leave a verbal clue at their latest heist.,"https://m.media-amazon.com/images/M/MV5BMTkxYjU1OTMtYWViZC00ZjAzLWI3MDktZGQ2N2VmMjVjNDRlXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",https://www.imdb.com/title/tt0113277/,tt0113277
103,Scarface,Movie,8.3,1983,"In the 1980s, a determined criminal-minded Cuban immigrant becomes the biggest drug smuggler in Miami, and is eventually undone by his own drug addiction.","https://m.media-amazon.com/images/M/MV5BNDUzYjY0NmUtMDM4OS00Y2Q5LWJiODYtNTk0ZTk0YjZhMTg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0086250/,tt0086250
104,Reservoir Dogs,Movie,8.2,1992,"When a simple jewelry heist goes horribly wrong, the surviving criminals begin to suspect that one of them is a police informant.","https://m.media-amazon.com/images/M/MV5BMmMzYjg4NDctYWY0Mi00OGViLWIzMTMtYWNlZGY5ZDJmYjk3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0105236/,tt0105236
105,2001: A Space Odyssey,Movie,8.3,1968,"When a mysterious artifact is uncovered on the Moon, a spacecraft manned by two scientists and one supercomputer is dispatched to Jupiter to find its origins.","https://m.media-amazon.com/images/M/MV5BNjU0NDFkMTQtZWY5OS00MmZhLTg3Y2QtZmJhMzMzMWYyYjc2XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0062622/,tt0062622
106,Up,Movie,8.3,2009,A grumpy old man turns his house into an airship using balloons and flies off to South America with a young stowaway.,"https://m.media-amazon.com/images/M/MV5BNmI1ZTc5MWMtMDYyOS00ZDc2LTkzOTAtNjQ4NWIxNjYyNDgzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt1049413/,tt1049413
107,Double Indemnity,Movie,8.3,1944,"An insurance representative is seduced by a dissatisfied housewife into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, a claims investigator.","https://m.media-amazon.com/images/M/MV5BM2YwNjZlZDktNTlmNS00ODQwLWJmNmUtYmE1NTBhYjc1YTY5XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0036775/,tt0036775
108,Like Stars on Earth,Movie,8.3,2007,A young boy is thought to be nothing but a lazy troublemaker until the new art teacher has the patience and compassion to discover the real problem behind his struggles in school.,"https://m.media-amazon.com/images/M/MV5BZTI0ZGRiMDEtNGNjMS00MGU4LWI3OTktNzcxMDZmZTk3MTljXkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",https://www.imdb.com/title/tt0986264/,tt0986264
109,North by Northwest,Movie,8.3,1959,"A New York City advertising executive goes on the run after being mistaken for a government agent by a group of foreign spies, and falls for a woman whose loyalties he begins to doubt.","https://m.media-amazon.com/images/M/MV5BZWIzODI2OGItMzM0Ny00OGRmLTlkNmItMDQxMTFmMTk3YmQwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0053125/,tt0053125
110,Full Metal Jacket,Movie,8.2,1987,A pragmatic U.S. Marine observes the dehumanizing effects the Vietnam War has on his fellow recruits from their brutal boot camp training to the bloody street fighting in Hue.,"https://m.media-amazon.com/images/M/MV5BYWUzNzZkNzUtNDdiYy00Nzk5LTgxMmItNTk0MjRjNjdjNDA0XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0093058/,tt0093058
111,M,Movie,8.3,1931,"When the police in a German city are unable to catch a child-murderer, other criminals join in the manhunt.","https://m.media-amazon.com/images/M/MV5BODA4ODk3OTEzMF5BMl5BanBnXkFtZTgwMTQ2ODMwMzE@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0022100/,tt0022100
112,A Separation,Movie,8.3,2011,A married couple have to decide whether to improve their daughter's life by moving abroad or to stay in Iran and look after a deteriorating parent with Alzheimer's disease.,"https://m.media-amazon.com/images/M/MV5BMDM0ZWRmMzctM2M5ZS00ZjU0LWIxN2MtNWNlNGY1ZDhjMDVhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt1832382/,tt1832382
113,Amélie,Movie,8.2,2001,"Despite being caught in her imaginative world, young waitress Amelie decides to help people find happiness. Her quest to spread joy leads her on a journey during which she finds true love.","https://m.media-amazon.com/images/M/MV5BOTNmYzY0MWQtZGZmNy00Y2Y4LWFmMDQtMTZjYTdiYzEwZGQ2XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0211915/,tt0211915
114,Citizen Kane,Movie,8.2,1941,"Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'","https://m.media-amazon.com/images/M/MV5BYjk1ZDJlMmUtOWQ0Zi00MDM5LTk1OGYtODczNjFmMGYwZGVkXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0033467/,tt0033467
115,Vertigo,Movie,8.2,1958,"A former San Francisco police detective juggles wrestling with his personal demons and becoming obsessed with the hauntingly beautiful woman he has been hired to trail, who may be deeply disturbed.","https://m.media-amazon.com/images/M/MV5BNzEyZTUxMWItMGVhYy00Y2NlLTljYTMtYzBmMzI1YmUyMDBkXkEyXkFqcGc@._V1_QL75_UX90_CR0,3,90,133_.jpg",https://www.imdb.com/title/tt0052357/,tt0052357
116,Attack on Titan: The Last Attack,Movie,9,2024,"The fate of the world hangs in the balance as Eren unleashes the ultimate power of the Titans. With a burning determination to eliminate all who threaten Eldia, he leads an unstoppable army of Colossal Titans towards Marley.","https://m.media-amazon.com/images/M/MV5BNzVjOWEwYjEtNDJhOC00YjUyLThjMWItMDQwZGY1ODM4YzI3XkEyXkFqcGc@._V1_QL75_UY133_CR2,0,90,133_.jpg",https://www.imdb.com/title/tt33175825/,tt33175825
117,Die Hard,Movie,8.2,1988,A New York City cop tries to save his wife and several others taken hostage by terrorists during a Christmas party in a Los Angeles skyscraper.,"https://m.media-amazon.com/images/M/MV5BMGNlYmM1NmQtYWExMS00NmRjLTg5ZmEtMmYyYzJkMzljYWMxXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0095016/,tt0095016
118,To Kill a Mockingbird,Movie,8.2,1962,A widowed lawyer in Depression-era Alabama defends a black man against a false rape charge while teaching his young children about the sad reality of prejudice.,"https://m.media-amazon.com/images/M/MV5BZTlkYWU4MGEtZmQyYi00OWEzLTgzY2EtYzVjOTEzYzAyNTk1XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",https://www.imdb.com/title/tt0056592/,tt0056592
119,Indiana Jones and the Last Crusade,Movie,8.2,1989,"In 1938, after his father goes missing while pursuing the Holy Grail, Indiana Jones finds himself up against the Nazis again to stop them from obtaining its powers.","https://m.media-amazon.com/images/M/MV5BNGIxNzQ0YzYtMjNmYi00YjBlLWFjNzEtNGE3ZGFmYTczM2MwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0097576/,tt0097576
120,I Swear,Movie,8.4,2025,"John Davidson: diagnosed with Tourette's syndrome at a young age which alienated him from his peers, he struggled with a condition few people had witnessed.","https://m.media-amazon.com/images/M/MV5BNWQxYTMyZTktZDg5Yi00Y2YwLWI4YzQtMjkyYmYxNmFjYThmXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt31514146/,tt31514146
121,The Sting,Movie,8.2,1973,Two grifters team up to pull off the ultimate con.,"https://m.media-amazon.com/images/M/MV5BZGI4OTk4MDMtYmQ1Ni00YTUzLTkyYTktZGUwMjMyN2M4NjQ5XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",https://www.imdb.com/title/tt0070735/,tt0070735
122,A Clockwork Orange,Movie,8.2,1971,Alex DeLarge and his droogs barbarize a decaying near-future.,"https://m.media-amazon.com/images/M/MV5BMTY3MjM1Mzc4N15BMl5BanBnXkFtZTgwODM0NzAxMDE@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0066921/,tt0066921
123,Metropolis,Movie,8.2,1927,"In a futuristic city sharply divided between the working class and the city planners, the son of the city's mastermind falls in love with a working-class prophet who predicts the coming of a savior to mediate their differences.","https://m.media-amazon.com/images/M/MV5BMjhjMGYyMjAtMzJkYy00NzhlLWIwY2MtMWQ2ODIxZDUyOGYyXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0017136/,tt0017136
124,1917,Movie,8.2,2019,"April 6th, 1917. As an infantry battalion assembles to wage war deep in enemy territory, two soldiers are assigned to race against time and deliver a message that will stop 1,600 men from walking straight into a deadly trap.","https://m.media-amazon.com/images/M/MV5BYzkxZjg2NDQtMGVjMy00NWZkLTk0ZDEtZWE3NDYwYjAyMTg1XkEyXkFqcGc@._V1_QL75_UX90_CR0,5,90,133_.jpg",https://www.imdb.com/title/tt8579674/,tt8579674
125,Snatch,Movie,8.2,2000,"Unscrupulous boxing promoters, violent bookmakers, a Russian gangster, incompetent amateur robbers and supposedly Jewish jewelers fight to track down a priceless stolen diamond.","https://m.media-amazon.com/images/M/MV5BYzk5NjJkMTQtN2IyNC00YWM5LTlhZmMtNGI3MWNhMTU1YTc4XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt0208092/,tt0208092
126,The Wolf of Wall Street,Movie,8.2,2013,"Based on the true story of Jordan Belfort, from his rise to a wealthy stock-broker living the high life to his fall involving crime, corruption and the federal government.","https://m.media-amazon.com/images/M/MV5BMjIxMjgxNTk0MF5BMl5BanBnXkFtZTgwNjIyOTg2MDE@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0993846/,tt0993846
127,The Truman Show,Movie,8.2,1998,An insurance salesman begins to suspect that his whole life is actually some sort of reality TV show.,"https://m.media-amazon.com/images/M/MV5BNzA3ZjZlNzYtMTdjMy00NjMzLTk5ZGYtMTkyYzNiOGM1YmM3XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0120382/,tt0120382
128,Downfall,Movie,8.2,2004,"Traudl Junge, the final secretary for Adolf Hitler, tells of the Nazi dictator's final days in his Berlin bunker at the end of WWII.","https://m.media-amazon.com/images/M/MV5BMTU0NTU5NTAyMl5BMl5BanBnXkFtZTYwNzYwMDg2._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt0363163/,tt0363163
129,L.A. Confidential,Movie,8.2,1997,"As corruption grows in 1950s Los Angeles, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice.","https://m.media-amazon.com/images/M/MV5BODdiMjY1OGYtNDk0NC00NGQ1LWI4MDItOTJhMTM0YjE1YTAzXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt0119488/,tt0119488
130,Shutter Island,Movie,8.2,2010,Two US marshals are sent to a mental institution on an inhospitable island in order to investigate the disappearance of a patient.,"https://m.media-amazon.com/images/M/MV5BN2FjNWExYzEtY2YzOC00YjNlLTllMTQtNmIwM2Q1YzBhOWM1XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt1130884/,tt1130884
131,Dangal,Movie,8.3,2016,"Mahavir Singh Phogat, a former wrestler, decides to fulfill his dream of winning a gold medal for his country by training his daughters for the Commonwealth Games despite the existing social stigmas.","https://m.media-amazon.com/images/M/MV5BMTQ4MzQzMzM2Nl5BMl5BanBnXkFtZTgwMTQ1NzU3MDI@._V1_QL75_UY133_CR3,0,90,133_.jpg",https://www.imdb.com/title/tt5074352/,tt5074352
132,Green Book,Movie,8.2,2018,A working-class Italian-American bouncer becomes the driver for an African-American classical pianist on a tour of venues through the 1960s American South.,"https://m.media-amazon.com/images/M/MV5BNDU5YTNmMmItN2QxNy00OGQ0LTg5MTctNzFmYjEzZjcwN2UwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt6966692/,tt6966692
133,Bicycle Thieves,Movie,8.2,1948,"In post-war Italy, a working-class man's bicycle is stolen, endangering his efforts to find work. He and his son set out to find it.","https://m.media-amazon.com/images/M/MV5BMjIzMzAyMzg1Nl5BMl5BanBnXkFtZTgwMzMyNzk0MTE@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt0040522/,tt0040522
134,Judgment at Nuremberg,Movie,8.3,1961,"Fictionalized depiction of the 1947 Judges' Trial, the third of 12 trials of Nazi war criminals conducted by the American occupying forces in Nuremberg, Germany, in which former judges of Nazi Germany were tried for their actions.","https://m.media-amazon.com/images/M/MV5BNDc2ODQ5NTE2MV5BMl5BanBnXkFtZTcwODExMjUyNA@@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0055031/,tt0055031
135,Oppenheimer,Movie,8.2,2023,"A dramatization of the life story of J. Robert Oppenheimer, the physicist who had a large hand in the development of the atomic bombs that brought an end to World War II.","https://m.media-amazon.com/images/M/MV5BN2JkMDc5MGQtZjg3YS00NmFiLWIyZmQtZTJmNTM5MjVmYTQ4XkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt15398776/,tt15398776
