Rank,Title,Type,IMDb Rating,Release Years,Blurb,Thumbnail URL,IMDb URL,IMDb Title ID
217,The General,Movie,8.1,1926,"After being rejected by the Confederate military, not realizing it was due to his crucial civilian role, an engineer must single-handedly recapture his beloved locomotive after it is seized by Union spies and return it through enemy lines.","https://m.media-amazon.com/images/M/MV5BMTVhM2Y1MDUtMDkxYi00Y2UxLWI2MTMtZjMzYTY4ODM4MGIzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0017925/,tt0017925
218,Pirates of the Caribbean: The Curse of the Black Pearl,Movie,8.1,2003,An intrepid blacksmith teams up with an eccentric pirate captain to save his love from an undead pirate crew.,"https://m.media-amazon.com/images/M/MV5BNDhlMzEyNzItMTA5Mi00YWRhLThlNTktYTQyMTA0MDIyNDEyXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0325980/,tt0325980
219,Mr. Smith Goes to Washington,Movie,8.1,1939,"A naive youth leader is appointed to fill a vacancy in the U.S. Senate. His idealistic plans promptly collide with corruption at home and subterfuge from his hero in Washington, but he tries to forge ahead despite attacks on his character.","https://m.media-amazon.com/images/M/MV5BMDU4ZjNmMjEtMjcxYi00NDAxLWFlMjQtNWIyNjg5NWUzNTdjXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0031679/,tt0031679
220,The Chaos Class Failed the Class,Movie,8.4,1975,"A group of students have failed their exams and must return for another year. Distracting them all is a new young female teacher, who they try out their usual tricks on.","https://m.media-amazon.com/images/M/MV5BZmY3MjVhMmQtOTcwYy00ZjcyLWFiZDgtN2JiODVjNjQzYWQyXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0252488/,tt0252488
221,Tokyo Story,Movie,8.1,1953,"An old couple visit their children and grandchildren in the city, but receive little attention.","https://m.media-amazon.com/images/M/MV5BODdkNzcxZjItMDU2Yy00Y2JlLWFkYTQtNzIwM2Q4MWU5MTU2XkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt0046438/,tt0046438
222,La haine,Movie,8.1,1995,24 hours in the lives of three young men in the French suburbs the day after a violent riot.,"https://m.media-amazon.com/images/M/MV5BMThlMDA3NDYtZGM2Zi00NmJhLThlYWItZjViZTkzZWU1ZWRiXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0113247/,tt0113247
223,Spotlight,Movie,8.1,2015,"The true story of how the Boston Globe uncovered the massive scandal of child molestation and cover-up within the local Catholic Archdiocese, shaking the entire Catholic Church to its core.","https://m.media-amazon.com/images/M/MV5BMjIyOTM5OTIzNV5BMl5BanBnXkFtZTgwMDkzODE2NjE@._V1_QL75_UY133_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt1895587/,tt1895587
224,Jai Bhim,Movie,8.6,2021,"When a tribal man is arrested for a case of alleged theft, his wife turns to a human-rights lawyer to help bring justice.","https://m.media-amazon.com/images/M/MV5BZjEyNDIzNmEtMjdkYS00ZDAwLTljOWYtNDRhYTVhYTlmOTk1XkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",https://www.imdb.com/title/tt15097216/,tt15097216
225,The Sound of Music,Movie,8.1,1965,A young novice is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.,"https://m.media-amazon.com/images/M/MV5BYWJhYmU4MjQtZDJhYi00ZGVjLTlkNTEtNzkzNGVjOWQ3MjcwXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0059742/,tt0059742
226,On the Waterfront,Movie,8.1,1954,"An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims.","https://m.media-amazon.com/images/M/MV5BZDJlYTM1ZGYtZTM4YS00MzFhLThiZjktYzQ0ZjAzMGYwZTU3XkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0047296/,tt0047296
227,Maharaja,Movie,8.3,2024,"A barber seeks vengeance after his home is burglarized, cryptically telling police his ""lakshmi"" has been taken, leaving them uncertain if it's a person or object. His quest to recover the elusive ""lakshmi"" unfolds.","https://m.media-amazon.com/images/M/MV5BOTFlMTIxOGItZTk0Zi00MTk2LWJiM2UtMzlhZWYzNjQ4N2Y3XkEyXkFqcGc@._V1_QL75_UY133_CR5,0,90,133_.jpg",https://www.imdb.com/title/tt26548265/,tt26548265
228,Wild Strawberries,Movie,8.1,1957,"After living a life marked by coldness, an aging professor is forced to confront the emptiness of his existence.","https://m.media-amazon.com/images/M/MV5BZWQ5MDllM2EtZWRmNS00MmZiLWI4ZWQtMjRiY2Q5MTAxODY4XkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",https://www.imdb.com/title/tt0050986/,tt0050986
229,The Terminator,Movie,8.1,1984,A cyborg assassin from the future attempts to find and kill a young woman who is destined to give birth to a warrior that will lead a resistance to save humankind from extinction.,"https://m.media-amazon.com/images/M/MV5BZmE0YzIxM2QtMGNlMi00MjRmLWE3MWMtOWQzMGVjMmU0YTFmXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0088247/,tt0088247
230,The Best Years of Our Lives,Movie,8.1,1946,Three WWII veterans return home forever changed and find it difficult to adjust to their new realities.,"https://m.media-amazon.com/images/M/MV5BNTgxMzUyODQtMDJmZC00ZGMyLWI3MzAtZTYwYjBjZjFmMzIxXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0036868/,tt0036868
231,The Third Man,Movie,8.1,1949,"Pulp novelist Holly Martins travels to shadowy, mystifying post-war Vienna only to find himself investigating the mysterious sudden death of old friend Harry Lime.","https://m.media-amazon.com/images/M/MV5BNGVjMTMxZTQtMmVlNy00YmI0LWJjMDUtYTgyZWU1Njg5ZGRiXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0041959/,tt0041959
232,The Big Lebowski,Movie,8.1,1998,"Jeff ""The Dude"" Lebowski, mistaken for a millionaire of the same name, seeks restitution for his ruined rug and enlists his bowling buddies to help get it.","https://m.media-amazon.com/images/M/MV5BY2E3OWQ5OWYtYTRkMC00NjVjLWIzZDQtNmRmM2ZiYTIyYmYxXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0118715/,tt0118715
233,Before Sunset,Movie,8.1,2004,"Nine years after Jesse and Celine first met, they encounter each other again on the French leg of Jesse's book tour.","https://m.media-amazon.com/images/M/MV5BMTQ1MjAwNTM5Ml5BMl5BanBnXkFtZTYwNDM0MTc3._V1_QL75_UY133_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0381681/,tt0381681
234,The Incredibles,Movie,8,2004,"While trying to lead a quiet suburban life, a family of undercover superheroes are forced into action to save the world.","https://m.media-amazon.com/images/M/MV5BMTY5OTU0OTc2NV5BMl5BanBnXkFtZTcwMzU4MDcyMQ@@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0317705/,tt0317705
235,Hachi: A Dog's Tale,Movie,8.1,2009,"Professor Wilson discovers a lost Akita puppy on his way home. Despite objections from his wife, Hachi endears himself to the family and grows to be Parker's loyal companion. As their bond grows deeper, a beautiful relationship unfolds.","https://m.media-amazon.com/images/M/MV5BNTU5NjYyYTgtZGQ3My00MzRhLThjNGYtZmVjN2JjYjhkMjhhXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt1028532/,tt1028532
236,Room,Movie,8.1,2015,"A little boy is held captive in a room with his mother since his birth, so he has never known the world outside.","https://m.media-amazon.com/images/M/MV5BMjE4NzgzNzEwMl5BMl5BanBnXkFtZTgwMTMzMDE0NjE@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt3170832/,tt3170832
237,The Seventh Seal,Movie,8.1,1957,"A knight returning to Sweden after the Crusades seeks answers about life, death, and the existence of God as he plays chess against the Grim Reaper during the Black Plague.","https://m.media-amazon.com/images/M/MV5BZDlmYTkzOWUtODQ0MS00MmM4LWE3ZjMtYTEwNGUwMmJkYzIxXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt0050976/,tt0050976
238,Hotel Rwanda,Movie,8.1,2004,"Paul Rusesabagina, a hotel manager, houses over a thousand Tutsi refugees during their struggle against the Hutu militia in Rwanda, Africa.","https://m.media-amazon.com/images/M/MV5BY2FmMWRmZmQtN2IzMS00OGVmLWFmNjktMTM0YWQzODcwYTEwXkEyXkFqcGc@._V1_QL75_UY133_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0395169/,tt0395169
239,Platoon,Movie,8,1986,"Chris Taylor, a neophyte recruit in Vietnam, finds himself caught in a battle of wills between two sergeants, one good and the other evil. A shrewd examination of the brutality of war and the duality of man in conflict.","https://m.media-amazon.com/images/M/MV5BZjE4YjllODAtZGMxZS00Mjg2LThkOWUtZjNkMjQ5YThiNDU4XkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg",https://www.imdb.com/title/tt0091763/,tt0091763
240,The Exorcist,Movie,8.1,1973,"When a mysterious entity possesses a young girl, her mother seeks the help of two Catholic priests to save her life.","https://m.media-amazon.com/images/M/MV5BZjg3YjE4ZjAtYTdmYS00ZTBkLWE1ZjgtNzAzODUwNzRiYjlmXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",https://www.imdb.com/title/tt0070047/,tt0070047
241,The Iron Giant,Movie,8.1,1999,A young boy befriends a giant robot from outer space that a paranoid government agent wants to destroy.,"https://m.media-amazon.com/images/M/MV5BODM4ZjZjMGEtYmFiMy00MThjLWIzZjUtMDU0ODg1NTI2MzIwXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt0129167/,tt0129167
242,Rush,Movie,8.1,2013,"James Hunt and Niki Lauda, two extremely skilled Formula One racers, have an intense rivalry with each other. However, it is their enmity that pushes them to their limits.","https://m.media-amazon.com/images/M/MV5BMTZhOGQxM2ItNGQyYy00YzE5LWI5MjMtNmMzNGQzNDE1OTUzXkEyXkFqcGc@._V1_QL75_UX90_CR0,0,90,133_.jpg",https://www.imdb.com/title/tt1979320/,tt1979320
243,Stand by Me,Movie,8.1,1986,A writer recounts a childhood journey with his friends to view the body of a boy who went missing in the woods.,"https://m.media-amazon.com/images/M/MV5BNGJkNTUwM2MtZWE2MS00YjNkLWE3MjktNWQwZDQxMDIyZWVmXkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg",https://www.imdb.com/title/tt0092005/,tt0092005
244,The Wizard of Oz,Movie,8.1,1939,"Young Dorothy Gale and her dog Toto are swept away by a tornado from their Kansas farm to the magical Land of Oz and embark on a quest with three new friends to see the Wizard, who can return her to her home and fulfill the others' wishes.","https://m.media-amazon.com/images/M/MV5BYWRmY2I0MGItYTQ0OC00NWZmLWIwMDktYjJlNDc0MzVhMmViXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",https://www.imdb.com/title/tt0032138/,tt0032138
245,The Battle of Algiers,Movie,8.1,1966,"In the 1950s, fear and violence escalate as the people of Algiers fight for independence from the French government.","https://m.media-amazon.com/images/M/MV5BMTY2Mjk0OGEtYTM3Yy00ZWZiLWFhNjAtNGExMjEzNGVmMDMxXkEyXkFqcGc@._V1_QL75_UX90_CR0,2,90,133_.jpg",https://www.imdb.com/title/tt0058946/,tt0058946
246,My Father and My Son,Movie,8.2,2005,The family of a left-wing journalist is torn apart after the military coup of Turkey in 1980.,"https://m.media-amazon.com/images/M/MV5BZDE3MTBkNmQtNGFjMC00YTcwLWExY2ItN2MyMGZkNWJlMmFmXkEyXkFqcGc@._V1_QL75_UX90_CR0,1,90,133_.jpg",https://www.imdb.com/title/tt0476735/,tt0476735
247,The Passion of Joan of Arc,Movie,8.1,1928,"In 1431, Jeanne d'Arc is placed on trial on charges of heresy, and the ecclesiastical jurists attempt to force her to recant her claims of holy visions.","https://m.media-amazon.com/images/M/MV5BNTE1MDliZjgtYTU2Yy00YjAxLTljYTItNDE2ZGYwYTY1MGQ1XkEyXkFqcGc@._V1_QL75_UX90_CR0,4,90,133_.jpg",https://www.imdb.com/title/tt0019254/,tt0019254
248,The Handmaiden,Movie,8.1,2016,"In 1930s Korea, a girl is hired as a handmaiden to a Japanese heiress who lives a secluded life on a countryside estate. But the maid has a secret: She is a pickpocket recruited by a swindler to help seduce the Lady and steal her fortune.","https://m.media-amazon.com/images/M/MV5BOTllZDI1OGItOGUxNS00OGZhLWIzMjAtYzllZTY1YTA0ZmYwXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt4016934/,tt4016934
249,Lost Ladies,Movie,8.3,2023,"The misadventures of two young brides who get lost from the same train. From mistaken identities to laugh-out-aloud escapades, the ensuing chaos guarantees laughter galore and heartwarming moments.","https://m.media-amazon.com/images/M/MV5BZGI5NzVmNDktZWY2Ni00ZGMwLTlhMzctNzJhYTgzZmQ2ZjNjXkEyXkFqcGc@._V1_QL75_UY133_CR8,0,90,133_.jpg",https://www.imdb.com/title/tt21626284/,tt21626284
250,Andhadhun,Movie,8.2,2018,"A series of mysterious events change the life of a blind pianist, who must now report a crime that he should technically know nothing of.","https://m.media-amazon.com/images/M/MV5BZjc5OWIzOTgtMmM2ZS00ZjZhLTkyZWItMTFjYTc0NWQ4NzhkXkEyXkFqcGc@._V1_QL75_UY133_CR1,0,90,133_.jpg",https://www.imdb.com/title/tt8108198/,tt8108198
